"RESPID","GENDER","AGE","WORKING","REGION","MUSIC","LIST_OWN","LIST_BACK","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19"
28463,0,34,8,2,4,1,6,59,56,70,52,31,53,29,30,52,72,69,69,74,76,55,,62,51,43
49245,0,19,3,2,3,2,0.5,35,49,64,65,30,8,30,54,51,51,50,51,51,51,52,53,50,52,48
33724,1,41,9,0,3,1,0.5,100,91,100,17,14,13,59,52,22,80,47,61,68,92,69,100,67,47,65
14390,1,24,,0,3,1,,30,41,55,12,11,70,26,11,52,73,52,28,71,57,29,31,70,,
16854,0,22,9,1,1,0.5,8,31,31,31,70,23,28,28,29,71,24,69,66,32,33,29,30,75,25,24
36468,1,60,9,2,3,3,1,11,12,10,12,32,12,12,12,97,81,80,59,14,35,10,9,10,10,10
13250,1,49,9,1,1,0.5,0.5,18,49,25,25,27,52,7,8,50,34,52,51,53,38,35,35,37,27,29
34216,0,18,3,0,4,0.5,1,72,50,65,32,61,61,12,12,12,100,43,33,47,51,65,89,88,41,35
44383,0,33,9,0,4,3,4,68,37,14,5,9,6,7,11,49,6,5,8,98,98,5,45,67,25,12
16348,0,29,,2,1,,,30,29,28,31,29,37,52,62,71,23,71,52,55,30,47,31,49,,
24308,0,70,11,1,0,0,0,5,4,5,5,4,98,4,7,7,6,8,8,9,8,8,,10,10,10
31868,0,60,4,1,2,1,2,11,8,8,7,9,10,8,9,92,9,9,6,5,10,7,,6,9,6
40395,0,62,11,1,1,1,1,31,52,52,53,52,30,71,73,67,32,71,71,54,53,31,31,69,53,14
628,1,23,,0,3,,2,34,49,52,43,68,34,78,25,76,39,61,8,31,55,70,87,79,,
2905,1,60,9,3,1,1,0,23,55,22,49,28,8,13,12,69,69,49,49,32,65,32,32,54,52,22
31001,1,50,4,1,4,0.5,0.5,100,71,74,28,7,29,24,10,48,74,50,51,51,51,53,,34,55,59
26969,0,52,1,2,4,4,0.5,71,73,100,63,77,30,33,13,52,76,77,80,80,100,81,68,71,56,71
3512,1,41,9,1,3,1,0.5,71,74,76,62,54,65,68,63,56,64,54,37,67,64,66,68,48,75,39
3674,1,24,8,0,4,5,1,68,88,66,19,9,24,31,25,0,80,51,31,76,72,59,10,84,71,68
31454,0,26,8,2,3,0,0.5,65,31,46,80,7,51,62,37,63,39,30,30,43,9,10,,70,37,57
33679,1,23,3,1,4,3,2,66,57,82,9,10,7,12,45,52,88,3,18,25,34,79,57,31,50,65
5755,1,68,,0,1,,,30,61,29,8,7,4,4,10,97,5,3,7,6,5,4,4,2,,
40565,1,18,5,2,4,7,0.5,100,76,66,1,1,1,1,1,56,100,50,55,42,63,86,74,91,77,30
10151,0,58,,1,4,1,,67,69,63,31,31,9,51,33,34,92,61,48,5,35,48,14,49,,
28836,0,52,1,2,0,0.5,0.5,6,6,5,5,5,6,5,6,6,9,8,7,7,6,4,,6,7,5
13805,0,23,,0,4,3,1,74,67,85,26,9,46,68,4,28,86,51,7,89,87,87,54,47,,
50868,0,53,9,1,3,0.5,0.5,46,29,47,68,29,10,10,9,69,29,67,67,29,68,10,29,69,8,7
13179,0,64,8,0,1,,3,2,49,4,3,4,26,2,2,49,28,29,4,5,5,4,5,4,2,2
49553,0,35,9,0,3,0.5,8,28,48,48,31,31,50,32,50,26,65,66,45,26,42,6,12,38,52,49
30339,0,25,8,1,1,1,,51,53,51,48,50,50,51,49,50,49,51,50,51,54,48,,51,53,53
5158,1,19,5,0,4,4,0.5,70,71,100,50,28,9,10,9,30,70,100,100,28,74,75,29,100,69,69
13517,0,61,11,2,4,0,1,12,11,9,9,7,10,9,8,31,47,32,30,49,31,10,9,12,10,11
28961,1,18,3,0,3,12,12,71,72,98,9,9,13,12,13,13,52,51,71,15,52,53,,71,73,52
32283,0,13,,,3,2,1,67,52,69,70,51,33,51,51,33,47,67,66,53,52,51,51,69,,
8702,0,60,,2,2,,,12,11,16,15,11,92,12,90,93,12,76,10,10,32,10,11,10,,
8534,0,55,,0,4,2,5,75,86,87,71,30,31,31,9,10,79,88,89,71,52,52,52,52,,
19755,1,,0,0,3,5,0,82,66,68,42,66,39,62,98,0,100,100,53,65,97,50,51,46,74,100
30695,0,53,9,2,3,0.5,0,70,72,72,56,57,13,15,15,52,72,72,72,71,71,71,,71,71,50
29844,0,58,11,2,1,0.5,1,51,32,31,34,34,30,69,49,90,73,70,75,35,51,33,,77,28,7
18552,0,34,8,2,4,2,4,87,78,73,74,74,48,36,78,26,70,80,81,87,85,86,87,88,89,87
5867,0,24,,0,4,3,2,96,1,96,7,6,18,2,2,100,100,99,97,97,41,100,98,6,,
33194,1,18,,,4,9,3,57,52,45,91,6,41,91,53,55,52,32,31,77,78,68,51,67,,
4500,0,24,7,1,3,1,1,36,37,45,44,33,29,54,50,63,65,65,64,25,33,32,12,75,35,36
37893,1,35,9,0,3,2,0.5,58,51,53,12,13,13,52,53,30,80,91,52,53,69,33,55,54,55,57
35347,0,21,3,2,3,,,6,48,26,50,50,30,6,7,54,76,72,55,50,71,48,49,71,24,24
2657,0,39,8,2,1,1,2,31,48,31,64,70,49,37,50,81,54,56,49,54,55,42,29,52,49,52
5782,0,21,,2,3,3,1,52,73,55,32,54,54,53,53,37,51,35,32,60,69,29,33,84,,
3292,1,45,9,1,3,1,0.5,47,35,35,35,44,28,28,28,46,46,58,58,45,51,48,48,66,35,47
11537,1,24,9,2,1,0,0.5,8,4,5,5,6,71,23,6,68,9,4,2,4,3,2,2,79,8,5
13833,0,68,,2,1,,,54,71,31,13,52,53,11,11,54,53,71,49,32,51,7,10,68,,
7411,0,33,,1,3,,,52,32,73,72,69,55,7,4,56,13,70,72,33,15,22,17,86,,
10977,1,25,,1,4,2,2,68,69,67,63,66,65,59,68,59,67,64,68,64,63,54,61,63,,
2970,0,53,4,0,3,1,2,43,33,40,44,37,9,46,6,51,49,72,62,70,64,44,51,54,41,47
15340,1,41,,1,1,1,2,53,51,38,73,38,50,67,38,66,48,64,70,52,47,34,34,62,,
19557,0,54,11,2,3,8,7,53,71,30,72,72,32,12,11,50,50,70,70,8,22,22,22,73,10,10
47744,1,51,9,1,3,2,1,49,52,49,51,50,7,5,4,30,67,71,32,52,53,38,35,72,55,50
40825,0,39,9,3,1,0,1,11,15,9,4,7,95,5,8,8,9,46,17,10,8,10,9,12,9,13
40026,1,37,9,2,2,0.5,3,53,55,54,54,52,71,66,58,47,49,54,51,49,51,54,49,52,53,55
38101,1,39,9,2,4,2,4,54,70,68,57,32,2,70,71,52,91,74,73,34,36,37,30,91,50,33
19735,0,47,8,1,3,1,1,66,67,65,37,11,24,29,33,31,70,68,70,65,65,64,71,67,67,66
50674,0,58,8,0,1,0.5,0.5,3,3,2,3,3,47,47,3,97,2,23,3,2,28,3,3,4,4,4
38610,0,19,3,0,4,3,1,91,91,92,72,30,8,28,29,10,89,71,71,71,71,73,74,89,90,90
40052,0,28,9,2,3,0,3,5,37,38,52,37,70,54,38,38,11,75,76,32,53,7,34,75,52,34
28576,1,53,11,1,1,,,6,46,6,5,5,70,5,5,89,4,5,7,6,6,4,,4,3,2
47510,0,14,3,2,4,0,12,69,47,54,4,9,7,73,52,3,50,100,100,49,98,49,7,100,49,48
46481,0,61,,1,3,2,4,49,52,37,35,20,7,1,2,92,51,65,47,22,22,5,50,53,,
45636,1,14,,2,1,1,0,56,91,53,10,11,100,56,31,54,13,71,74,48,73,13,12,71,,
45709,0,69,,2,0,,2,6,6,8,8,8,8,8,8,90,8,52,54,9,8,10,10,11,,
6818,0,30,,1,4,2,,54,54,62,60,61,60,57,68,67,60,57,58,61,61,69,63,68,,
37874,1,56,11,0,2,0,0,39,11,14,8,7,36,9,6,95,90,74,78,7,38,10,34,75,10,10
35375,1,47,9,1,4,3,3,75,74,71,53,4,73,53,32,35,82,80,82,37,49,68,28,74,81,74
24397,0,19,3,0,4,2,2,71,70,69,69,54,35,4,17,47,44,30,29,3,3,36,,55,36,34
49274,1,22,9,2,3,,,53,54,58,57,12,68,7,94,10,53,53,53,54,54,49,10,51,51,53
22129,0,59,8,1,1,0.5,4,10,8,7,7,6,86,67,61,98,67,70,71,6,9,4,,12,7,7
25085,0,59,4,0,1,0.5,2,5,50,37,6,6,6,5,5,31,4,96,97,6,3,3,,3,4,3
30987,0,13,3,1,4,2,1,80,82,89,12,20,50,30,27,12,72,100,63,52,81,78,,76,98,79
12060,1,60,8,2,1,0,0.5,14,13,13,14,52,98,6,7,99,8,75,8,5,11,9,12,12,14,15
4775,0,41,1,1,1,,3,7,5,44,6,39,26,49,8,45,4,83,73,9,4,3,4,2,5,3
44819,0,19,3,0,4,4,12,100,100,100,30,7,31,71,71,8,100,100,68,100,100,51,71,100,71,70
40053,0,36,9,1,3,0.5,3,14,13,15,54,11,50,51,51,51,77,78,88,54,69,11,12,71,52,13
39525,0,48,9,2,0,0.5,1,9,25,6,7,11,11,11,11,72,10,30,31,11,10,9,31,69,9,8
9970,1,47,,2,4,3,2,94,72,96,32,10,9,9,9,15,90,91,90,47,90,88,71,92,,
11991,0,53,9,0,3,2,0.5,52,60,43,9,9,28,54,45,63,48,57,52,44,31,28,34,58,22,28
41272,0,18,5,1,3,12,5,94,91,90,73,50,36,50,52,35,83,77,90,92,91,73,74,75,92,93
4415,1,62,11,1,1,0.5,0.5,15,66,17,51,63,18,17,16,84,44,23,26,10,11,11,13,36,12,14
15700,0,48,,0,3,,1,17,51,10,14,10,71,7,9,59,32,95,71,12,13,14,14,72,,
39618,0,31,9,1,3,0.5,0,8,69,31,10,74,69,31,32,71,14,75,71,26,25,25,22,70,25,33
7178,1,37,,0,1,0,1,38,63,24,94,11,12,57,8,72,49,73,76,90,58,4,4,8,,
17022,0,23,9,1,4,2,0.5,33,51,51,32,33,33,35,22,60,51,64,51,62,61,46,39,56,37,41
10686,1,45,,2,3,2,0,29,29,30,31,31,5,48,47,28,71,49,49,50,48,32,50,50,,
45981,0,31,,0,4,,,74,75,75,78,68,70,70,70,70,71,71,72,72,70,70,71,72,,
41633,0,60,11,1,3,0.5,2,51,51,57,11,12,12,9,49,91,70,48,50,9,12,12,9,65,10,13
33652,0,20,9,0,1,0.5,1,44,48,31,48,47,23,70,71,31,28,62,69,48,65,27,25,27,45,47
15549,1,31,,1,4,1,1,9,53,33,9,31,8,8,29,97,88,30,10,70,69,87,6,8,,
18229,1,54,9,2,3,1,0.5,35,49,47,47,30,31,3,6,70,48,38,36,31,31,47,48,65,48,49
24467,1,28,9,0,0,0.5,0.5,66,48,55,41,56,43,51,56,47,58,24,25,41,30,45,,54,74,48
47722,0,24,9,1,3,3,10,29,67,65,36,3,1,26,26,37,64,62,63,4,2,38,29,63,63,28
48682,0,31,7,2,3,0.5,0.5,71,54,53,68,50,39,29,29,58,48,56,60,65,59,65,29,69,51,53
9442,0,59,,2,4,3,8,76,32,50,33,51,34,53,34,15,73,89,69,71,72,55,34,74,,
5110,0,30,4,0,3,5,3,57,55,50,49,51,52,53,53,53,73,74,54,50,51,53,54,53,56,56
14201,1,40,,3,3,2,6,69,69,78,32,29,8,8,9,8,99,61,67,30,30,66,29,67,,
43512,1,18,2,0,4,2,0.5,84,68,84,24,24,22,4,48,51,85,5,3,49,59,37,46,35,8,10
17838,0,41,9,0,4,1,1,17,78,30,7,3,4,10,71,2,74,100,100,48,79,57,3,4,6,7
8615,1,36,,1,4,1,1,50,46,72,34,15,8,77,65,4,54,86,81,52,77,69,68,48,,
5228,1,53,9,1,3,2,10,45,45,32,47,49,27,26,32,48,86,71,63,52,48,26,23,69,48,25
879,1,40,,0,4,2,,30,64,100,85,65,27,93,80,54,47,63,61,85,59,67,55,54,,
42995,0,28,5,0,3,0.5,4,52,73,32,75,35,38,77,11,76,71,73,70,30,32,33,33,34,53,34
20659,0,55,10,0,2,0.5,0.5,11,49,10,10,28,11,50,11,11,7,69,10,9,10,11,10,47,9,9
4474,0,39,8,0,1,1,1,8,47,10,33,15,15,8,8,38,3,90,56,51,73,8,9,38,5,13
35015,1,28,9,1,4,2,0.5,73,55,71,51,56,58,19,16,51,66,40,52,39,61,68,59,68,61,46
18983,0,41,3,2,3,1,0.5,10,49,70,69,30,30,9,8,49,69,88,89,25,7,8,8,72,48,29
48093,0,58,9,0,4,2,3,72,50,33,10,7,70,31,10,69,71,51,94,29,29,47,8,51,31,31
42524,1,39,9,2,1,0.5,0.5,5,18,1,3,33,57,2,2,98,77,63,61,53,72,14,14,16,16,8
42429,1,52,9,2,3,,,50,49,51,49,49,49,49,50,49,49,49,49,49,48,47,47,49,49,50
12250,0,37,8,1,3,2,,30,67,49,28,7,51,9,9,30,33,32,33,33,33,33,32,68,25,9
25911,0,15,3,0,3,2,0.5,53,57,48,70,34,49,18,16,51,52,68,92,49,69,50,27,70,51,51
44878,0,37,4,1,1,0,16.5,31,74,50,31,32,73,33,51,9,7,96,71,31,49,11,32,70,71,50
37906,1,48,9,1,4,3,1,98,98,98,2,2,1,1,3,4,98,35,34,36,16,100,9,71,63,97
12020,1,63,9,1,4,2,1,44,49,72,49,50,6,10,14,30,76,83,92,51,52,52,33,74,74,75
46879,1,40,,2,4,2,3,94,90,95,35,49,5,72,47,7,100,99,94,72,59,64,58,64,,
16998,0,19,3,2,3,16.5,4,29,63,36,59,46,46,39,48,69,22,61,29,94,59,25,100,22,36,48
41636,0,38,8,2,1,2,4,55,55,55,56,40,34,64,42,33,50,76,51,34,35,38,39,62,55,70
7167,1,36,,0,3,2,1,71,71,73,52,52,31,31,30,85,80,35,49,55,44,74,59,33,,
14957,0,46,,2,1,,,9,11,12,12,11,31,10,9,78,52,52,53,49,72,33,8,52,,
46382,1,58,,1,4,4,,77,77,70,29,51,51,29,29,52,96,96,87,72,89,89,53,75,,
45648,0,72,,2,4,2,3,92,71,47,29,17,18,48,12,35,52,29,31,52,54,33,70,73,,
46998,0,32,,1,4,2,,55,72,72,56,64,9,18,5,7,69,99,90,73,92,28,15,66,,
43028,1,30,8,0,3,1,,65,91,89,11,0,9,10,9,8,47,47,49,71,68,48,53,68,48,49
8835,1,29,,1,4,8,2,77,100,100,5,6,52,68,50,6,77,94,97,81,92,71,50,74,,
6056,0,22,,1,3,,8,13,13,15,12,45,66,52,56,9,9,71,71,72,50,8,10,47,,
5398,1,51,9,0,4,1,1,92,74,93,74,35,8,11,11,70,89,71,52,9,30,31,51,65,31,50
32553,1,50,,,4,2,1,74,54,75,33,54,10,10,9,69,71,36,14,36,86,14,34,90,,
45247,0,52,9,0,3,0.5,8,12,46,47,9,9,33,10,11,51,10,91,73,12,16,12,12,52,14,10
34219,1,44,9,3,1,6,1,69,93,70,29,28,90,23,26,74,30,70,70,72,90,21,10,71,17,31
43663,0,37,8,0,3,0.5,8,28,25,26,51,50,52,51,52,39,31,27,27,31,33,34,32,30,31,29
42262,1,24,9,2,2,0,1,11,8,8,72,10,71,8,7,97,7,6,9,49,10,9,8,8,9,9
2606,0,49,1,0,1,0,0.5,32,33,32,51,51,55,39,33,58,31,52,52,75,84,41,39,50,39,31
10073,0,25,,2,3,2,2,72,74,76,73,51,75,93,75,53,51,83,82,69,73,53,52,71,,
47113,0,35,,0,4,3,3,94,92,73,51,50,51,27,29,75,91,68,69,52,93,91,51,91,,
40508,1,55,10,0,4,2,0.5,100,75,100,12,12,13,13,12,11,100,12,12,52,100,100,74,100,53,73
28256,0,57,9,2,1,,,50,51,50,51,49,51,51,52,51,52,54,52,51,50,50,,50,52,52
35618,1,43,9,0,3,0.5,6,69,55,54,39,55,40,43,18,36,64,67,57,68,72,58,53,67,58,69
5863,1,23,,0,3,2,2,46,22,20,63,14,34,36,20,78,50,43,24,53,29,40,50,58,,
34079,1,42,9,2,3,1,4,70,71,69,25,27,12,12,10,31,90,91,90,70,71,71,48,72,72,49
15490,0,56,,1,3,1,4,49,50,50,31,32,32,32,54,32,53,68,67,51,51,32,53,70,,
37184,1,34,9,2,4,2,0.5,79,57,80,59,34,14,15,29,7,67,66,65,68,100,80,95,78,76,79
19285,0,22,0,2,4,13,,92,68,73,28,25,25,65,32,69,54,74,55,31,71,28,10,60,32,28
19749,0,59,11,1,1,0,1,9,32,8,8,9,71,7,8,47,7,45,5,5,12,10,9,68,9,9
31319,0,58,8,1,1,,,9,45,50,35,41,31,14,5,40,55,41,51,46,46,23,,39,22,14
40707,0,58,8,1,1,0,0,51,5,5,6,24,6,7,10,100,9,26,25,26,27,7,8,8,9,10
13827,1,15,,0,3,3,4,73,95,73,14,13,72,52,51,3,71,93,94,94,93,51,66,97,,
20118,1,43,10,0,4,3,0,29,47,48,48,65,28,11,6,63,76,25,88,48,18,11,12,69,13,13
37827,1,25,9,0,4,1,1,90,73,94,53,12,28,26,57,72,92,72,74,74,75,75,29,78,55,70
3452,0,25,9,2,2,0.5,4,8,29,8,9,9,9,29,11,52,10,10,10,10,50,10,10,71,29,8
20579,1,14,8,0,4,10,8,58,49,39,43,43,44,34,55,44,58,45,52,41,59,42,64,41,64,46
40793,0,35,4,2,1,0,6,12,49,12,30,29,12,67,31,51,51,70,33,10,11,11,11,68,10,10
19262,0,13,3,1,3,1,3,10,30,32,69,50,50,10,10,50,11,74,11,8,70,12,51,52,29,11
46496,0,63,,2,4,2,3,34,34,26,63,63,10,30,30,29,90,73,72,52,35,49,31,11,,
26242,0,49,4,0,1,2,3,49,48,50,49,50,28,48,8,46,70,43,46,44,49,50,49,72,51,49
34596,1,37,9,1,3,2,16,11,89,33,52,11,31,33,8,73,10,93,93,50,30,8,10,11,10,9
34836,1,47,9,1,4,3,2,91,92,73,6,15,10,13,12,12,94,51,70,11,73,56,11,89,91,92
15525,0,25,,2,3,,,50,52,51,52,51,53,52,53,52,51,51,50,52,48,51,50,50,,
28124,1,23,8,1,3,2,3,67,62,74,70,40,14,31,31,63,43,37,36,49,50,57,,50,51,51
11250,1,39,9,1,3,2,1,13,36,31,37,14,10,15,15,11,67,94,95,33,66,9,28,67,51,26
11763,1,18,3,1,3,3,2,71,100,90,49,6,100,75,50,26,49,100,100,67,71,71,36,77,71,52
26571,1,36,9,2,3,2,3,68,81,75,8,7,11,50,97,7,71,84,100,78,92,71,49,68,68,69
15014,1,60,,0,2,,,18,16,14,42,65,45,51,19,70,10,67,26,22,18,16,28,66,,
43463,1,71,11,1,1,0,3,7,5,5,7,7,91,75,5,92,4,74,4,5,7,7,8,68,6,8
46125,1,37,,1,4,2,2,74,31,55,35,55,17,10,5,88,48,15,17,28,33,33,19,74,,
143,1,13,,2,3,1,1,40,45,48,41,11,37,49,11,67,8,71,70,48,53,36,9,72,,
37398,1,60,11,1,3,2,6,74,71,74,53,1,56,1,1,1,70,70,69,51,95,37,5,76,52,51
3617,0,56,6,1,4,0.5,0.5,9,6,6,62,43,27,14,3,100,47,73,46,29,61,26,25,24,25,11
32594,1,54,,,3,1,8,53,54,55,55,69,37,67,65,56,32,57,56,55,54,69,32,54,,
41291,1,14,3,2,3,4,5,76,75,74,6,11,14,12,10,12,75,76,76,77,72,72,73,72,74,75
38887,0,55,9,1,1,0,4,13,52,14,32,37,71,70,67,91,9,68,74,12,33,15,53,54,12,10
36908,0,24,9,0,4,2,4,86,87,96,3,4,3,4,3,3,90,69,69,73,87,53,81,90,86,53
15141,1,37,,2,3,2,,64,84,72,23,28,9,39,30,26,61,62,71,73,73,57,29,73,,
50132,1,38,10,1,4,4,2,93,89,93,10,10,33,33,35,36,96,66,35,33,88,91,93,93,94,94
40693,1,27,8,2,4,3,4,97,91,96,5,4,3,3,4,4,95,29,29,96,97,95,95,90,97,91
1797,1,14,8,2,3,0,1,12,13,10,49,12,72,12,12,12,13,12,10,49,68,50,10,12,12,12
26464,0,64,11,0,3,2,2,68,49,48,50,49,49,72,72,24,49,50,49,30,29,47,26,51,25,50
8350,0,56,,2,3,1,,54,55,73,54,54,54,51,34,51,51,73,74,37,55,6,31,71,,
27694,1,14,3,2,3,4,3,70,71,74,10,13,10,73,73,12,70,70,70,70,69,68,,68,68,71
46155,1,60,,2,1,1,2,9,51,13,12,12,12,12,50,71,13,51,11,11,10,9,9,9,,
40164,0,50,4,0,2,,0.5,12,52,11,12,52,29,12,9,70,11,68,51,11,29,10,10,76,12,12
28253,0,64,9,2,1,1,4,22,43,7,45,40,41,28,28,70,49,50,33,34,36,35,,35,33,24
36236,0,71,11,1,3,0.5,5,2,58,3,3,53,54,9,8,93,57,33,8,7,48,3,2,51,2,2
11397,1,13,3,1,3,3,0.5,72,75,63,34,26,80,29,22,4,56,67,71,67,62,52,75,71,74,48
43188,0,40,9,2,4,4,4,97,95,97,95,48,11,95,84,13,72,95,95,94,96,95,96,96,27,95
49542,0,55,9,0,4,2,6,67,55,100,43,30,30,66,54,34,100,47,47,30,38,64,30,71,50,36
43601,1,13,3,2,3,7,1,49,68,51,68,51,71,30,10,47,29,65,49,68,70,49,32,51,49,49
36821,1,,9,2,3,3,1,53,29,30,72,33,9,72,52,36,68,34,33,73,73,71,54,70,52,53
46418,0,63,,2,4,2,,14,52,72,31,71,13,53,14,93,94,76,76,33,53,33,33,13,,
45835,0,61,,0,4,1,1,30,66,50,18,19,13,7,8,51,66,49,49,53,54,21,13,70,,
1767,0,30,,1,3,2,8,50,57,70,60,26,27,82,58,31,47,69,72,20,37,23,71,72,,
6017,0,64,,2,3,2,3,88,99,98,95,86,92,91,89,90,89,99,91,88,89,93,92,90,,
39707,0,33,9,0,2,1,12,51,32,31,51,5,31,21,5,29,69,49,33,93,92,29,51,51,30,30
20004,0,34,8,1,4,4,0,98,100,100,5,4,1,2,2,1,75,2,2,3,2,3,3,53,3,5
49390,1,19,5,2,4,4,2,71,67,50,32,30,49,30,50,71,71,70,48,32,71,70,30,71,70,70
13336,0,55,9,2,3,2,2,49,67,66,49,30,31,30,31,53,30,49,49,30,70,29,29,75,26,28
25184,1,22,9,1,4,4,5,72,73,74,73,76,75,74,75,74,73,69,48,47,67,86,,53,77,74
3649,1,44,9,2,3,1,6,68,69,69,34,33,42,8,9,58,58,30,30,61,60,62,50,48,49,50
38323,0,40,4,2,1,3,0.5,10,49,9,31,50,50,7,8,79,31,70,50,51,8,9,10,52,10,31
6805,0,47,,2,3,1,,73,74,53,10,11,11,11,11,12,51,96,94,12,90,53,70,70,,
41722,0,46,10,1,4,2,2,53,70,50,33,54,13,52,34,14,89,53,52,28,54,55,61,90,72,51
41400,1,20,3,0,3,0.5,0.5,25,33,70,51,52,71,72,70,9,84,65,52,49,72,62,66,20,65,60
36498,1,53,11,2,4,3,6,68,68,68,52,36,33,33,32,13,50,70,70,50,69,51,51,52,53,33
45103,0,45,9,1,4,0.5,1,56,31,57,69,71,37,12,12,12,74,73,74,32,33,12,34,95,54,55
22269,0,30,10,2,4,3,2,93,92,92,5,5,48,5,5,100,100,27,6,48,100,26,,6,5,6
5767,1,23,,0,4,2,1,88,84,87,30,34,66,54,54,14,71,70,56,86,86,76,70,83,,
44273,0,51,8,1,1,0.5,16.5,49,49,49,50,12,49,10,11,51,12,50,49,26,49,11,31,49,49,49
11474,0,13,3,1,4,3,0.5,51,51,53,49,74,30,29,30,31,48,69,70,67,68,66,50,71,72,73
26226,1,46,9,2,4,3,2,94,32,96,50,59,1,2,3,39,97,42,90,67,52,71,72,35,52,56
12771,1,49,9,2,4,2,0,64,63,69,8,8,9,8,8,44,91,7,4,47,48,30,31,48,48,31
24716,1,44,10,0,4,10,14,90,92,92,7,1,0,2,7,0,100,51,51,64,94,69,,50,94,93
34756,1,32,1,1,4,4,6,74,49,69,70,56,63,54,54,54,79,70,70,77,78,78,76,76,76,76
17814,1,43,9,2,3,1,2,32,29,19,7,37,55,16,13,63,35,52,34,43,31,9,12,9,26,25
34230,1,46,9,0,3,3,2,50,72,49,49,75,8,6,8,53,50,49,49,33,49,32,51,53,32,8
28271,0,44,9,3,3,1,2,33,33,33,51,52,35,54,52,31,53,73,53,53,75,54,,55,54,55
3495,1,41,5,1,2,0.5,0.5,26,46,29,44,26,48,45,44,36,52,70,69,36,50,12,25,46,28,26
17769,1,21,9,0,4,6,1,73,70,80,24,5,55,38,7,4,78,79,83,69,69,70,47,74,71,74
45155,1,22,9,2,2,1,2,34,49,68,10,9,9,9,9,10,81,71,71,61,49,45,40,40,39,34
29601,1,31,9,2,0,,,51,51,50,51,50,47,51,50,51,51,51,51,51,50,51,,51,50,51
39127,1,62,11,2,1,0.5,3,5,53,8,12,28,72,49,9,9,30,71,69,7,10,11,10,11,7,6
8069,1,60,,2,0,,,48,46,45,52,50,48,49,47,43,47,47,48,50,49,51,49,44,,
36982,0,14,3,1,4,10,13,100,71,100,54,27,77,62,30,8,98,92,100,80,95,100,83,78,100,87
2766,0,45,4,0,3,1,2,50,30,55,32,63,54,46,16,68,50,22,8,26,38,18,16,25,9,14
6691,0,59,,0,3,3,1,7,4,8,3,5,4,6,8,79,54,12,9,8,10,5,6,7,,
34591,1,46,9,0,3,2,,51,51,50,50,49,48,50,51,51,52,52,53,52,53,52,53,50,53,49
27025,0,57,11,1,4,0.5,0.5,11,52,51,11,12,13,13,12,50,91,70,70,9,9,9,9,10,9,11
13631,1,66,,1,3,0,2,11,11,11,28,29,71,27,10,94,80,28,28,29,52,27,12,12,,
12804,1,41,9,1,1,0,5,41,40,44,48,49,69,48,49,63,31,59,58,54,49,30,38,52,51,53
26930,1,57,9,2,4,1,0.5,90,90,91,8,6,3,93,4,71,52,53,54,5,50,51,62,63,37,7
49495,0,63,11,0,4,,5,67,31,28,27,29,28,49,10,49,73,72,71,9,31,7,10,68,11,12
35363,1,63,11,0,1,0.5,2,49,69,29,51,51,85,31,9,68,33,70,50,34,53,14,15,33,32,53
32314,1,25,,,3,1,1,67,54,39,73,73,52,64,74,71,64,77,46,56,67,38,78,61,,
30234,1,55,11,0,3,2,3,51,54,54,53,51,59,51,51,65,63,64,49,54,62,51,,51,52,52
8717,0,59,,1,1,,2,15,3,18,3,7,64,70,35,7,10,71,55,5,11,6,9,69,,
44501,0,49,8,2,1,,1,12,12,9,9,9,10,11,11,100,11,54,10,11,12,12,11,12,12,12
39574,1,43,9,1,4,4,0.5,93,70,91,74,33,10,10,12,53,93,70,52,34,57,76,77,77,54,55
32088,0,13,3,1,4,8,0.5,74,83,84,33,20,55,77,50,8,94,94,92,91,93,78,,94,95,93
29386,0,41,9,2,3,0.5,2,5,49,20,50,35,44,45,31,31,25,79,80,9,8,9,,82,31,9
20087,1,49,9,2,4,2,1,52,62,64,43,45,39,30,43,32,89,67,73,50,73,85,83,67,82,91
11454,1,14,3,0,1,0.5,0.5,71,97,72,30,30,72,9,10,30,28,75,50,75,73,34,33,68,49,50
27965,1,23,9,2,3,3,3,40,53,60,43,60,49,52,65,52,67,53,56,62,50,53,,57,64,63
7415,0,35,,1,3,1,0,10,51,30,31,32,12,52,36,51,51,90,90,29,49,33,29,69,,
28171,0,20,9,2,4,1,1,46,89,70,45,31,47,47,74,9,45,63,62,48,59,27,,48,68,47
17029,1,23,9,2,4,2,1,46,70,71,61,51,67,51,50,32,55,95,76,57,81,59,81,69,65,48
45073,0,31,10,0,3,1,14,94,82,80,39,17,5,63,29,11,77,24,36,80,79,59,36,16,84,70
34950,1,41,4,2,4,4,4,77,71,97,9,10,34,51,33,8,97,70,92,72,96,53,52,76,75,96
7939,1,44,,0,3,,,46,46,49,25,30,13,13,48,65,33,65,64,29,49,28,13,66,,
42942,0,22,5,3,4,2,4,77,78,79,69,73,9,76,54,14,58,98,98,98,75,70,86,77,78,78
11076,1,65,11,1,3,,3,35,80,41,15,16,28,10,10,10,44,89,49,27,75,28,77,62,45,46
22981,1,44,0,2,1,0.5,1,52,50,49,65,49,11,51,50,69,30,51,50,32,52,8,,53,26,28
